lead_id,created_date,source,course_interest,city,total_calls,total_whatsapp_messages,total_emails,email_opened,whatsapp_replied,form_completion_percentage,response_time_hours,days_since_last_interaction,current_stage,days_in_inquiry_stage,days_in_engagement_stage,days_in_application_stage,days_in_verification_stage,counselor_id,converted,days_to_convert
LEAD02307,2024-04-06,facebook,B.Tech CS,Mumbai,7,13,0,0,1,50,35.8,8,inquiry,10,15,0,7,C006,0,
LEAD02308,2024-12-25,google_ads,BBA,Mumbai,3,6,3,0,0,15,,2,engagement,0,13,1,3,C008,0,
LEAD02309,2024-07-26,facebook,B.Tech CS,Pune,6,1,1,0,0,35,,3,inquiry,18,0,7,0,C009,0,
LEAD02310,2025-02-11,facebook,BBA,Mumbai,0,1,0,0,0,50,1.6,11,engagement,0,0,1,3,C010,0,
LEAD02311,2025-10-03,walk_in,B.Tech CS,Hyderabad,5,7,7,1,1,34,,14,admission,13,1,1,5,C009,1,9
LEAD02312,2023-02-03,google_ads,B.Tech CS,Hyderabad,8,14,1,0,1,68,,6,application,8,4,0,5,C004,1,16
LEAD02313,2025-02-06,google_ads,B.Tech CS,Hyderabad,6,14,3,1,1,60,63.9,4,engagement,6,11,6,3,C006,1,15
LEAD02314,2025-10-23,google_ads,B.Tech CS,Delhi,0,1,3,1,0,55,38.0,5,application,19,11,4,7,C009,0,
LEAD02315,2024-10-28,google_ads,MBA,Mumbai,3,1,1,1,0,12,,27,engagement,0,5,9,2,C004,0,
LEAD02316,2024-03-11,referral,MBA,Chennai,4,8,2,1,1,60,15.5,25,enrollment,12,8,5,0,C009,1,76
LEAD02317,2023-04-24,facebook,MBA,Hyderabad,7,9,3,1,1,70,44.5,25,application,17,15,1,4,C004,0,
LEAD02318,2023-08-21,facebook,B.Com,Delhi,3,14,5,1,0,40,70.0,9,verification,17,2,6,3,C008,0,
LEAD02319,2024-07-19,google_ads,MBA,Hyderabad,2,3,4,1,0,16,58.3,0,inquiry,4,2,7,5,C005,0,
LEAD02320,2023-01-15,walk_in,MBA,Chennai,4,5,0,0,1,5,43.5,12,verification,16,1,10,4,C007,0,
LEAD02321,2025-12-15,referral,M.Tech,Pune,5,4,2,1,1,26,,17,admission,20,15,4,4,C010,1,66
LEAD02322,2025-05-26,walk_in,B.Com,Bangalore,5,4,1,1,0,7,,5,engagement,0,5,1,0,C004,0,
LEAD02323,2024-03-14,referral,B.Com,Chennai,3,9,1,0,1,0,,23,engagement,1,6,5,5,C008,1,57
LEAD02324,2025-06-04,walk_in,MBA,Bangalore,6,10,4,1,0,86,,16,enrollment,9,2,3,6,C005,1,67
LEAD02325,2024-09-18,website,B.Tech CS,Pune,4,4,2,1,1,10,42.0,17,engagement,0,10,3,3,C001,0,
LEAD02326,2023-04-10,walk_in,MBA,Mumbai,0,4,3,0,0,41,5.9,0,inquiry,20,1,1,4,C009,0,
LEAD02327,2025-04-20,facebook,BBA,Delhi,9,9,6,1,0,55,67.7,28,enrollment,7,14,0,1,C008,1,9
LEAD02328,2023-11-24,facebook,BBA,Chennai,3,0,0,0,0,25,64.9,6,verification,18,13,2,5,C003,0,
LEAD02329,2024-12-07,referral,B.Com,Pune,2,4,1,0,1,9,28.2,23,inquiry,15,7,4,2,C007,0,
LEAD02330,2025-06-13,facebook,MBA,Delhi,5,7,3,1,1,57,61.7,20,payment,7,7,0,5,C006,1,7
LEAD02331,2025-01-02,walk_in,M.Tech,Hyderabad,4,1,4,1,1,65,66.3,9,payment,20,12,1,3,C010,1,72
LEAD02332,2023-12-20,walk_in,B.Com,Hyderabad,3,5,0,0,1,20,19.1,15,application,20,11,4,4,C005,0,
LEAD02333,2024-06-25,google_ads,B.Tech CS,Pune,5,12,3,0,1,73,40.2,30,application,10,5,4,4,C003,1,21
LEAD02334,2024-11-06,referral,B.Tech CS,Mumbai,3,2,1,0,0,0,,29,engagement,15,5,0,7,C004,0,
LEAD02335,2024-08-10,referral,M.Tech,Bangalore,4,4,1,1,1,56,47.6,16,admission,7,1,8,2,C001,1,52
LEAD02336,2024-12-15,facebook,B.Tech CS,Delhi,3,9,0,0,1,82,18.3,17,application,0,2,7,5,C003,1,75
LEAD02337,2025-10-17,google_ads,MBA,Hyderabad,5,7,3,1,0,13,,13,inquiry,20,13,7,3,C009,0,
LEAD02338,2025-12-09,google_ads,B.Com,Bangalore,3,0,4,0,0,60,9.6,11,application,2,3,2,7,C006,1,28
LEAD02339,2023-02-20,walk_in,MBA,Pune,2,3,1,0,0,53,2.3,13,application,13,0,5,4,C008,1,66
LEAD02340,2025-07-02,google_ads,B.Tech CS,Delhi,0,0,0,0,0,11,11.8,12,inquiry,1,13,4,4,C009,0,
LEAD02341,2025-08-19,facebook,MBA,Delhi,4,3,2,1,1,32,70.8,8,admission,1,10,9,1,C006,1,57
LEAD02342,2023-07-01,facebook,B.Tech CS,Pune,0,0,0,0,0,4,52.2,12,inquiry,8,13,9,5,C006,0,
LEAD02343,2023-05-11,referral,BBA,Chennai,1,4,0,0,0,35,59.0,29,inquiry,18,15,6,4,C004,0,
LEAD02344,2024-01-13,website,B.Com,Mumbai,0,5,2,0,1,28,14.0,16,verification,12,9,6,0,C004,1,38
LEAD02345,2024-12-01,walk_in,B.Tech CS,Bangalore,2,6,4,0,1,17,23.1,11,application,3,7,5,2,C010,1,39
LEAD02346,2025-01-06,google_ads,MBA,Chennai,2,3,1,1,0,67,55.6,1,enrollment,5,9,2,0,C009,1,75
LEAD02347,2024-01-11,referral,M.Tech,Bangalore,0,5,0,0,1,52,,3,inquiry,14,3,6,3,C001,0,
LEAD02348,2024-07-21,walk_in,MBA,Mumbai,2,2,0,0,1,5,,7,verification,20,11,5,1,C004,1,84
LEAD02349,2024-02-10,referral,B.Tech CS,Delhi,0,4,0,0,0,0,71.8,20,admission,4,10,9,5,C009,1,56
LEAD02350,2024-07-27,walk_in,MBA,Chennai,6,2,4,1,0,43,,2,inquiry,15,14,2,3,C005,0,
LEAD02351,2024-04-13,referral,B.Tech CS,Delhi,5,9,1,0,0,85,13.6,25,inquiry,17,8,3,4,C009,0,
LEAD02352,2023-07-20,facebook,B.Tech CS,Delhi,1,10,1,1,1,43,48.2,17,inquiry,18,2,1,2,C008,0,
LEAD02353,2025-02-10,walk_in,B.Com,Bangalore,3,7,5,0,0,58,37.9,6,enrollment,7,4,7,5,C005,1,79
LEAD02354,2023-05-07,google_ads,MBA,Pune,7,4,5,0,1,37,25.9,24,inquiry,13,7,1,3,C009,1,49
LEAD02355,2024-11-06,website,B.Tech CS,Chennai,6,12,3,1,0,48,33.1,7,payment,2,10,4,1,C004,1,18
LEAD02356,2025-06-02,walk_in,MBA,Mumbai,4,7,2,1,1,66,62.5,17,engagement,7,6,6,5,C010,0,
LEAD02357,2025-02-23,google_ads,BBA,Chennai,2,1,0,0,0,0,20.4,0,engagement,15,4,2,4,C007,0,
LEAD02358,2024-09-18,google_ads,B.Com,Mumbai,1,3,2,1,0,55,25.0,29,payment,14,15,0,5,C004,1,23
LEAD02359,2025-01-14,google_ads,BBA,Hyderabad,8,7,5,0,1,53,60.8,15,engagement,9,12,4,7,C001,1,64
LEAD02360,2025-04-22,google_ads,MBA,Delhi,2,1,4,0,1,80,34.4,20,admission,0,15,0,7,C001,1,56
LEAD02361,2025-01-03,facebook,BBA,Chennai,5,2,0,0,0,24,10.5,11,application,12,14,9,2,C006,0,
LEAD02362,2025-07-05,google_ads,B.Tech CS,Mumbai,5,12,2,0,0,58,7.6,28,engagement,2,7,9,7,C002,1,85
LEAD02363,2024-12-24,facebook,MBA,Hyderabad,4,6,6,0,1,73,5.5,5,inquiry,20,11,0,4,C006,0,
LEAD02364,2023-10-17,referral,MBA,Pune,1,3,1,0,1,19,18.0,14,verification,3,4,3,5,C009,1,57
LEAD02365,2024-11-21,google_ads,MBA,Hyderabad,7,11,6,1,1,74,56.6,17,engagement,20,3,9,1,C005,1,88
LEAD02366,2023-02-09,google_ads,M.Tech,Delhi,5,0,2,1,0,0,1.0,10,engagement,1,0,8,6,C005,0,
LEAD02367,2024-01-28,google_ads,B.Tech CS,Mumbai,5,7,3,0,0,47,2.4,13,engagement,1,2,3,4,C004,0,
LEAD02368,2023-10-25,walk_in,MBA,Mumbai,3,8,2,1,0,44,34.0,26,inquiry,18,6,2,7,C006,0,
LEAD02369,2023-06-27,facebook,B.Tech CS,Delhi,0,0,0,0,0,0,5.5,7,engagement,19,6,10,2,C001,0,
LEAD02370,2023-10-21,facebook,MBA,Bangalore,5,10,2,0,1,0,16.6,29,payment,0,4,6,2,C009,1,24
LEAD02371,2024-09-15,google_ads,M.Tech,Chennai,7,8,2,0,0,48,56.1,14,inquiry,13,13,3,7,C008,1,80
LEAD02372,2024-12-11,walk_in,B.Com,Delhi,4,6,1,0,1,20,18.5,16,application,20,15,6,2,C002,0,
LEAD02373,2024-01-07,referral,M.Tech,Mumbai,4,8,0,0,0,47,67.4,6,application,7,10,9,3,C006,0,
LEAD02374,2023-02-03,website,MBA,Chennai,6,5,1,0,1,29,66.7,19,engagement,5,7,4,1,C010,0,
LEAD02375,2024-07-04,referral,MBA,Mumbai,3,2,0,0,0,30,72.0,7,inquiry,11,12,7,7,C010,0,
LEAD02376,2024-10-13,walk_in,MBA,Hyderabad,2,9,3,0,1,65,70.8,13,engagement,18,3,10,3,C005,0,
LEAD02377,2024-04-15,referral,B.Tech CS,Chennai,8,3,4,1,0,36,43.0,27,verification,19,2,0,6,C005,0,
LEAD02378,2023-08-06,referral,MBA,Pune,4,2,3,0,1,0,,9,verification,14,3,3,0,C004,1,11
LEAD02379,2023-12-04,website,BBA,Bangalore,6,0,0,0,0,32,40.4,1,inquiry,19,5,5,7,C001,0,
LEAD02380,2023-05-16,referral,B.Tech CS,Pune,2,1,0,0,0,42,,16,engagement,12,13,4,3,C010,0,
LEAD02381,2023-02-11,google_ads,B.Tech CS,Pune,3,2,0,0,0,64,23.5,6,engagement,20,10,7,3,C006,0,
LEAD02382,2023-12-24,referral,B.Com,Mumbai,5,4,0,0,1,27,54.5,27,enrollment,8,11,8,6,C004,1,9
LEAD02383,2023-09-09,walk_in,B.Tech CS,Bangalore,4,5,3,1,1,24,,3,inquiry,16,9,9,0,C003,0,
LEAD02384,2025-10-17,google_ads,M.Tech,Pune,0,5,2,1,0,0,31.0,27,enrollment,14,13,2,2,C007,1,44
LEAD02385,2024-10-06,walk_in,BBA,Hyderabad,3,3,0,0,1,65,14.1,9,admission,19,11,3,7,C009,1,78
LEAD02386,2023-04-06,facebook,MBA,Bangalore,3,8,0,0,0,29,,23,payment,6,11,7,0,C001,1,78
LEAD02387,2024-05-25,referral,BBA,Mumbai,6,5,1,0,0,0,38.2,16,verification,20,3,2,0,C004,0,
LEAD02388,2024-03-20,facebook,B.Com,Delhi,2,4,1,0,0,14,,10,application,11,14,7,5,C008,0,
LEAD02389,2024-08-19,walk_in,MBA,Bangalore,5,0,2,0,0,22,53.3,10,inquiry,12,3,4,2,C004,0,
LEAD02390,2025-09-15,google_ads,M.Tech,Bangalore,2,0,2,0,0,38,,12,engagement,17,4,10,0,C004,0,
LEAD02391,2025-02-15,facebook,B.Tech CS,Mumbai,4,5,2,0,0,47,,2,engagement,14,0,1,2,C001,0,
LEAD02392,2025-06-02,referral,B.Tech CS,Mumbai,1,5,2,1,0,41,6.2,30,admission,5,4,5,2,C001,1,14
LEAD02393,2025-11-11,walk_in,B.Tech CS,Chennai,4,5,3,0,0,47,52.6,16,enrollment,1,14,5,3,C002,1,85
LEAD02394,2024-02-07,facebook,B.Tech CS,Mumbai,1,6,0,0,0,44,32.5,19,application,11,6,2,6,C009,0,
LEAD02395,2024-04-21,website,B.Com,Delhi,0,5,1,1,1,19,62.6,2,engagement,8,15,10,5,C005,0,
LEAD02396,2024-12-09,walk_in,M.Tech,Bangalore,6,2,4,0,0,0,35.9,23,verification,1,0,4,6,C005,1,83
LEAD02397,2023-11-01,walk_in,B.Tech CS,Delhi,0,0,0,0,0,6,,18,inquiry,20,6,7,6,C003,0,
LEAD02398,2025-07-02,google_ads,B.Tech CS,Bangalore,8,7,2,1,0,85,15.9,4,application,11,8,5,1,C002,1,60
LEAD02399,2025-05-16,google_ads,B.Com,Chennai,4,6,3,1,0,67,,26,application,18,11,10,3,C010,0,
LEAD02400,2023-03-12,facebook,B.Tech CS,Hyderabad,2,10,4,1,1,42,1.6,0,admission,15,13,4,2,C008,1,75
LEAD02401,2024-10-16,walk_in,B.Tech CS,Pune,3,7,1,0,0,35,,1,inquiry,8,11,4,1,C006,0,
LEAD02402,2023-01-27,facebook,B.Tech CS,Chennai,4,4,2,0,1,52,47.4,12,inquiry,19,6,1,6,C001,0,
LEAD02403,2025-10-14,google_ads,B.Tech CS,Pune,2,5,2,1,0,56,16.1,20,enrollment,7,7,9,7,C004,1,86
LEAD02404,2024-05-09,google_ads,B.Com,Chennai,3,2,0,0,0,19,,27,engagement,14,13,2,5,C005,0,
LEAD02405,2024-11-05,facebook,MBA,Mumbai,3,4,3,1,0,0,61.8,10,inquiry,10,13,10,5,C009,0,
LEAD02406,2024-09-04,facebook,MBA,Chennai,4,12,2,0,0,34,67.5,0,inquiry,8,3,3,6,C006,0,
LEAD02407,2023-05-22,google_ads,B.Tech CS,Bangalore,5,6,5,1,0,47,71.2,11,payment,1,7,3,2,C002,1,81
LEAD02408,2023-12-04,google_ads,MBA,Hyderabad,8,7,1,1,1,28,,4,application,6,0,8,3,C001,1,8
LEAD02409,2025-03-15,walk_in,MBA,Pune,0,0,1,0,0,30,41.5,9,application,13,0,8,4,C003,0,
LEAD02410,2025-07-16,google_ads,B.Com,Hyderabad,1,4,3,1,0,32,,17,application,16,6,4,5,C008,0,
LEAD02411,2025-06-08,walk_in,B.Tech CS,Bangalore,5,0,2,1,0,34,6.0,25,admission,12,4,8,5,C009,1,29
LEAD02412,2025-12-26,facebook,B.Com,Chennai,6,7,4,0,0,64,,10,engagement,14,3,3,1,C008,1,25
LEAD02413,2023-01-11,walk_in,B.Tech CS,Mumbai,2,1,3,0,1,40,71.4,22,payment,4,2,9,5,C007,1,71
LEAD02414,2025-01-17,walk_in,B.Tech CS,Mumbai,0,9,1,1,0,31,65.5,25,application,13,2,9,5,C008,1,18
LEAD02415,2023-01-03,website,B.Tech CS,Hyderabad,3,6,2,0,0,31,63.2,24,inquiry,11,2,6,6,C001,0,
LEAD02416,2024-08-22,referral,MBA,Pune,4,9,4,0,0,58,,8,engagement,13,3,5,7,C001,1,90
LEAD02417,2025-05-13,referral,BBA,Mumbai,3,2,0,0,1,3,65.7,5,inquiry,16,12,7,0,C006,0,
LEAD02418,2025-03-14,facebook,MBA,Hyderabad,3,4,3,0,1,30,59.3,6,inquiry,6,1,1,4,C006,0,
LEAD02419,2024-01-21,google_ads,B.Tech CS,Bangalore,4,8,5,1,1,68,,15,verification,3,4,9,4,C006,1,9
LEAD02420,2025-07-21,referral,MBA,Chennai,3,1,2,0,1,5,,30,application,4,0,2,5,C003,1,77
LEAD02421,2023-01-07,facebook,B.Tech CS,Mumbai,0,11,1,0,0,9,55.5,19,payment,1,8,5,3,C003,1,14
LEAD02422,2023-06-06,facebook,MBA,Chennai,0,6,2,1,0,18,51.2,8,enrollment,4,8,0,2,C007,1,31
LEAD02423,2025-06-10,referral,MBA,Delhi,0,4,2,1,1,18,,9,engagement,7,15,9,3,C005,0,
LEAD02424,2023-12-15,website,B.Tech CS,Mumbai,10,10,0,0,0,90,51.9,8,application,13,1,4,4,C004,1,58
LEAD02425,2023-08-08,referral,MBA,Mumbai,5,4,1,1,1,33,63.8,1,payment,12,5,5,4,C010,1,14
LEAD02426,2023-08-02,facebook,B.Com,Bangalore,1,2,0,0,0,63,55.3,4,engagement,11,13,0,5,C001,0,
LEAD02427,2023-03-09,google_ads,B.Tech CS,Bangalore,6,8,0,0,0,45,38.2,2,verification,7,2,5,2,C002,0,
LEAD02428,2024-07-07,google_ads,B.Com,Pune,7,9,0,0,1,57,53.3,4,application,12,1,8,0,C005,1,27
LEAD02429,2023-10-13,facebook,M.Tech,Delhi,4,9,1,1,1,31,18.7,16,admission,14,4,7,6,C003,1,79
LEAD02430,2025-01-23,referral,BBA,Bangalore,4,9,2,1,1,67,66.3,2,verification,0,14,5,0,C001,1,75
LEAD02431,2025-01-19,facebook,B.Com,Bangalore,3,2,0,0,1,85,7.6,10,enrollment,5,0,7,5,C001,1,49
LEAD02432,2023-10-07,google_ads,B.Tech CS,Hyderabad,1,6,0,0,0,0,69.7,26,inquiry,9,12,2,4,C006,0,
LEAD02433,2023-11-16,website,M.Tech,Bangalore,6,10,6,1,1,100,34.7,3,inquiry,4,15,2,2,C007,0,
LEAD02434,2025-10-18,facebook,BBA,Hyderabad,4,2,1,1,0,14,22.8,9,inquiry,12,0,4,7,C002,1,65
LEAD02435,2025-05-18,facebook,BBA,Mumbai,0,6,0,0,0,0,,21,inquiry,12,9,4,2,C007,0,
LEAD02436,2025-04-10,facebook,MBA,Hyderabad,8,7,4,1,0,29,51.0,20,enrollment,3,2,8,2,C007,1,32
LEAD02437,2023-08-15,walk_in,B.Tech CS,Hyderabad,6,6,2,0,1,50,52.5,21,inquiry,18,13,3,2,C007,0,
LEAD02438,2025-11-27,website,MBA,Bangalore,5,3,1,1,0,33,,7,engagement,10,6,10,1,C006,1,78
LEAD02439,2024-12-17,walk_in,M.Tech,Pune,1,5,0,0,0,40,,10,inquiry,19,9,4,3,C004,0,
LEAD02440,2024-09-28,website,B.Com,Chennai,5,7,0,0,1,32,28.6,12,engagement,7,8,0,0,C007,0,
LEAD02441,2023-04-11,facebook,B.Tech CS,Chennai,5,5,1,0,0,23,,8,inquiry,20,11,5,2,C006,0,
LEAD02442,2023-12-01,facebook,B.Com,Pune,5,6,4,0,1,65,,12,admission,15,1,9,5,C004,1,68
LEAD02443,2025-01-01,facebook,B.Com,Chennai,1,4,3,0,0,0,34.5,11,application,7,1,7,4,C002,1,15
LEAD02444,2025-01-28,facebook,MBA,Chennai,4,2,0,0,0,12,33.5,10,inquiry,5,15,10,3,C002,0,
LEAD02445,2023-04-28,google_ads,B.Com,Bangalore,6,3,3,0,0,13,31.4,4,inquiry,15,6,9,2,C007,0,
LEAD02446,2023-08-25,walk_in,BBA,Pune,0,4,3,0,0,52,,29,inquiry,4,5,2,0,C007,0,
LEAD02447,2025-10-05,walk_in,B.Com,Pune,0,4,3,0,0,26,56.1,5,verification,9,15,2,5,C006,0,
LEAD02448,2023-07-24,facebook,B.Com,Bangalore,4,3,4,1,0,48,35.7,18,application,19,2,0,2,C002,0,
LEAD02449,2025-08-24,google_ads,M.Tech,Mumbai,4,3,0,0,0,10,26.9,26,engagement,3,13,3,6,C001,0,
LEAD02450,2025-01-13,facebook,MBA,Chennai,6,8,4,0,1,100,50.8,27,engagement,20,9,4,3,C010,0,
LEAD02451,2025-08-02,referral,MBA,Hyderabad,4,3,2,0,1,26,66.2,29,payment,5,2,2,6,C002,1,28
LEAD02452,2024-05-12,website,BBA,Hyderabad,5,10,5,1,1,21,,21,verification,15,6,4,6,C007,1,62
LEAD02453,2023-10-26,walk_in,B.Com,Bangalore,3,3,3,0,0,1,,15,inquiry,18,14,5,0,C007,0,
LEAD02454,2023-12-10,referral,B.Com,Hyderabad,2,1,0,0,1,31,,11,inquiry,3,3,8,6,C005,1,82
LEAD02455,2024-10-22,facebook,B.Com,Mumbai,9,10,3,1,0,81,26.3,9,inquiry,20,5,9,1,C003,1,65
LEAD02456,2024-11-08,facebook,B.Com,Chennai,1,7,3,0,0,55,64.7,27,verification,7,14,2,0,C010,0,
LEAD02457,2025-12-20,facebook,B.Com,Delhi,0,1,4,0,1,66,68.2,19,verification,8,7,7,3,C007,0,
LEAD02458,2023-05-13,referral,B.Tech CS,Pune,2,4,3,0,1,88,,0,engagement,18,3,8,6,C010,0,
LEAD02459,2023-01-14,walk_in,B.Com,Mumbai,4,9,4,1,1,44,63.9,12,inquiry,12,15,10,4,C008,0,
LEAD02460,2025-02-24,google_ads,BBA,Delhi,1,4,1,1,0,0,71.9,25,application,17,14,6,6,C002,0,
LEAD02461,2025-01-23,facebook,MBA,Chennai,2,2,0,0,1,0,67.4,12,payment,8,4,8,4,C010,1,38
LEAD02462,2025-07-23,facebook,B.Tech CS,Delhi,7,9,2,1,1,14,46.4,29,application,6,2,3,4,C002,1,75
LEAD02463,2024-10-25,facebook,B.Tech CS,Delhi,3,7,3,1,1,30,47.1,1,inquiry,12,7,1,0,C001,0,
LEAD02464,2025-07-11,facebook,MBA,Mumbai,0,0,0,0,0,6,34.4,29,inquiry,8,4,5,5,C006,0,
LEAD02465,2025-04-04,google_ads,B.Com,Chennai,4,4,3,1,1,44,48.1,28,inquiry,18,14,0,0,C001,0,
LEAD02466,2023-12-03,website,B.Tech CS,Hyderabad,3,0,3,0,0,8,66.5,19,inquiry,17,2,5,0,C002,0,
LEAD02467,2025-06-28,google_ads,BBA,Bangalore,0,0,1,0,0,17,43.2,10,verification,10,3,3,4,C002,1,61
LEAD02468,2024-11-20,facebook,B.Com,Chennai,11,13,3,1,0,78,,0,payment,5,12,10,5,C002,1,19
LEAD02469,2025-10-25,google_ads,B.Tech CS,Bangalore,4,1,1,0,0,70,56.1,29,inquiry,11,6,5,4,C004,0,
LEAD02470,2025-05-22,facebook,B.Com,Pune,2,5,0,0,1,36,,26,application,5,15,6,0,C006,0,
LEAD02471,2025-05-10,google_ads,B.Tech CS,Bangalore,9,8,4,0,1,52,38.6,10,admission,20,5,5,5,C005,1,73
LEAD02472,2025-04-09,google_ads,BBA,Hyderabad,4,1,0,0,0,10,27.0,8,engagement,13,15,7,0,C005,0,
LEAD02473,2024-01-26,referral,B.Tech CS,Mumbai,0,1,3,0,1,28,,9,inquiry,18,7,4,5,C005,0,
LEAD02474,2025-06-17,referral,BBA,Bangalore,5,8,3,1,1,57,,10,engagement,14,15,5,0,C010,0,
LEAD02475,2024-05-17,walk_in,B.Com,Chennai,4,4,4,0,1,17,2.2,6,inquiry,18,15,7,7,C002,0,
LEAD02476,2024-10-23,referral,M.Tech,Mumbai,0,0,2,0,0,27,7.5,29,inquiry,16,9,3,2,C009,0,
LEAD02477,2025-12-04,facebook,B.Tech CS,Pune,7,5,0,0,0,19,69.0,5,engagement,2,6,8,0,C003,1,30
LEAD02478,2023-11-01,facebook,MBA,Hyderabad,6,4,0,0,0,15,11.0,13,engagement,20,1,8,1,C008,0,
LEAD02479,2024-09-26,google_ads,BBA,Hyderabad,0,6,0,0,0,17,,13,inquiry,14,12,2,3,C008,0,
LEAD02480,2023-09-27,facebook,B.Tech CS,Chennai,5,3,1,0,0,11,,3,engagement,4,1,3,0,C005,0,
LEAD02481,2025-06-07,google_ads,B.Tech CS,Chennai,0,2,2,1,0,3,,30,engagement,10,4,2,2,C003,0,
LEAD02482,2023-05-26,walk_in,BBA,Delhi,5,4,1,1,1,65,50.9,17,verification,3,10,8,4,C006,1,80
LEAD02483,2025-02-24,facebook,MBA,Delhi,3,4,2,1,1,49,,0,application,17,7,1,4,C006,0,
LEAD02484,2023-04-18,facebook,MBA,Chennai,0,3,2,0,0,1,68.1,27,verification,16,6,10,4,C010,0,
LEAD02485,2024-05-15,google_ads,B.Tech CS,Chennai,8,10,2,0,0,23,,0,enrollment,4,0,4,5,C003,1,35
LEAD02486,2023-01-06,google_ads,MBA,Bangalore,5,5,4,0,0,75,35.5,21,application,20,7,2,7,C002,0,
LEAD02487,2023-01-08,walk_in,MBA,Mumbai,1,0,3,0,0,11,16.6,7,inquiry,20,2,9,7,C010,0,
LEAD02488,2023-07-02,referral,MBA,Chennai,5,1,0,0,0,34,8.8,14,application,10,5,10,0,C003,1,55
LEAD02489,2023-05-17,referral,B.Tech CS,Pune,5,6,0,0,1,34,,29,enrollment,13,5,7,7,C009,1,87
LEAD02490,2024-08-27,google_ads,B.Tech CS,Hyderabad,0,2,4,0,0,74,53.2,0,admission,10,14,3,3,C003,1,87
LEAD02491,2025-11-17,website,B.Tech CS,Pune,1,4,1,0,0,94,,19,admission,13,13,2,7,C004,1,85
LEAD02492,2023-04-03,website,M.Tech,Chennai,6,1,2,1,0,22,71.4,13,inquiry,6,6,1,3,C009,0,
LEAD02493,2023-03-06,google_ads,B.Tech CS,Delhi,1,5,3,1,1,67,,10,admission,11,6,8,4,C001,1,52
LEAD02494,2023-07-18,facebook,B.Com,Mumbai,10,9,0,0,1,70,41.3,19,inquiry,9,4,2,2,C006,1,48
LEAD02495,2024-10-12,walk_in,BBA,Bangalore,7,6,3,1,1,64,,4,inquiry,17,14,4,2,C001,0,
LEAD02496,2024-06-04,facebook,BBA,Hyderabad,1,6,4,1,0,31,34.9,15,admission,4,5,5,0,C003,1,24
LEAD02497,2023-06-16,walk_in,B.Tech CS,Chennai,3,0,2,1,0,56,6.9,3,verification,15,1,8,0,C008,0,
LEAD02498,2023-05-17,walk_in,B.Tech CS,Pune,12,13,2,0,1,57,33.9,15,enrollment,2,3,9,4,C006,1,19
LEAD02499,2024-02-05,google_ads,MBA,Hyderabad,0,5,0,0,0,34,60.3,3,inquiry,19,8,5,1,C003,0,
LEAD02500,2023-05-17,referral,BBA,Bangalore,2,0,0,0,0,5,,8,inquiry,2,15,0,2,C005,0,
LEAD02501,2023-05-22,facebook,MBA,Mumbai,2,0,1,0,0,0,21.3,26,verification,3,14,8,3,C005,0,
LEAD02502,2025-06-22,website,MBA,Hyderabad,5,6,5,1,0,34,39.4,5,inquiry,17,15,10,5,C004,0,
LEAD02503,2025-03-11,google_ads,MBA,Pune,8,10,3,1,1,89,27.1,11,payment,1,8,3,1,C007,1,50
LEAD02504,2025-04-14,google_ads,B.Tech CS,Delhi,2,0,2,1,0,31,21.4,7,inquiry,15,14,3,7,C005,0,
LEAD02505,2023-01-26,google_ads,BBA,Chennai,1,5,0,0,1,12,,1,inquiry,1,15,5,7,C008,0,
LEAD02506,2023-10-21,referral,B.Tech CS,Delhi,1,0,1,0,0,0,37.9,23,inquiry,16,2,6,0,C007,0,
LEAD02507,2023-08-07,walk_in,MBA,Pune,4,0,2,0,0,16,52.0,26,inquiry,3,14,0,5,C010,0,
LEAD02508,2024-10-25,google_ads,B.Tech CS,Hyderabad,1,6,0,0,0,47,58.1,8,application,12,3,5,2,C003,1,10
LEAD02509,2025-04-21,referral,BBA,Mumbai,2,4,3,0,1,32,67.2,3,inquiry,18,0,0,1,C003,0,
LEAD02510,2024-02-20,walk_in,B.Tech CS,Mumbai,4,3,2,0,1,52,59.0,1,application,19,5,9,3,C007,0,
LEAD02511,2025-03-08,facebook,B.Tech CS,Hyderabad,5,11,2,0,1,48,,10,inquiry,16,14,7,1,C007,0,
LEAD02512,2025-06-08,referral,B.Tech CS,Hyderabad,4,3,4,0,1,36,22.7,25,admission,20,5,4,3,C006,1,75
LEAD02513,2023-12-07,google_ads,B.Com,Mumbai,0,6,3,0,0,0,,3,engagement,17,14,7,7,C004,0,
LEAD02514,2023-07-03,google_ads,B.Tech CS,Mumbai,5,4,3,1,1,52,,13,inquiry,9,5,5,7,C009,0,
LEAD02515,2023-03-28,website,MBA,Mumbai,5,9,2,1,1,13,32.5,11,admission,13,6,6,4,C006,1,34
LEAD02516,2025-08-06,walk_in,B.Tech CS,Chennai,4,0,2,0,0,9,,5,application,3,5,5,7,C006,0,
LEAD02517,2025-02-05,website,B.Tech CS,Bangalore,5,11,1,0,1,18,,15,admission,5,1,4,5,C010,1,7
LEAD02518,2025-05-12,referral,M.Tech,Mumbai,5,5,1,0,1,44,36.8,18,payment,17,1,0,1,C005,1,14
LEAD02519,2023-04-23,google_ads,BBA,Mumbai,4,6,1,0,0,42,,22,inquiry,0,14,6,2,C008,0,
LEAD02520,2024-08-06,referral,MBA,Pune,7,2,2,1,0,53,,20,admission,13,13,5,2,C002,1,31
