total_calls,total_whatsapp_messages,total_emails,email_opened,whatsapp_replied,form_completion_percentage,response_time_hours,days_since_last_interaction,days_in_inquiry_stage,days_in_engagement_stage,days_in_application_stage,days_in_verification_stage,engagement_score,is_fast_responder,stage_numeric,total_stage_days,source_quality_score,has_high_form_completion,converted
3,9,1,0,1,0,,23,1,6,5,5,4.333333333333333,0,2,17,5,0,1
0,6,1,1,0,52,11.4,29,14,15,6,2,2.3333333333333335,0,1,37,1,0,0
4,13,1,0,1,59,13.3,28,18,11,10,3,6.0,0,4,42,3,0,0
4,5,3,0,1,30,59.8,28,12,12,3,2,4.0,0,6,29,1,0,1
4,3,1,1,0,0,48.7,21,20,13,9,7,2.6666666666666665,0,4,49,3,0,0
0,2,1,1,0,18,,9,3,6,1,3,1.0,0,1,13,3,0,0
1,5,3,1,1,21,50.6,10,18,14,10,0,3.0,0,1,42,4,0,0
2,7,4,0,0,58,,1,4,5,4,2,4.333333333333333,0,1,15,3,0,0
3,1,0,0,0,14,45.3,15,14,9,1,4,1.3333333333333333,0,4,28,1,0,1
5,8,3,1,1,50,46.7,18,4,6,6,0,5.333333333333333,0,1,16,2,0,0
2,10,4,0,0,48,8.2,11,18,0,7,5,5.333333333333333,0,4,30,1,0,0
5,5,1,0,0,16,64.3,15,1,15,8,5,3.6666666666666665,0,2,29,1,0,0
2,8,3,1,1,61,30.9,9,17,7,8,3,4.333333333333333,0,7,35,5,0,1
1,5,0,0,0,45,10.8,13,19,10,0,2,2.0,0,1,31,5,0,0
5,7,1,0,0,24,,2,2,3,2,0,4.333333333333333,0,1,7,4,0,0
3,4,2,1,1,49,,0,17,7,1,4,3.0,0,3,29,1,0,0
6,10,3,1,0,73,30.5,9,8,0,7,2,6.333333333333333,0,7,17,5,1,1
5,5,1,0,0,33,68.4,17,3,11,5,7,3.6666666666666665,0,1,26,3,0,0
3,0,2,0,0,12,44.8,11,17,13,0,0,1.6666666666666667,0,2,30,3,0,0
4,0,3,0,0,18,,16,19,15,1,4,2.3333333333333335,0,3,39,2,0,0
0,1,0,0,0,16,3.6,21,1,9,8,5,0.3333333333333333,1,2,23,3,0,1
4,2,1,1,0,35,31.5,26,14,11,4,3,2.3333333333333335,0,3,32,1,0,0
6,8,0,0,1,0,49.7,14,3,5,4,4,4.666666666666667,0,5,16,4,0,1
5,8,3,1,0,47,19.7,29,3,8,3,7,5.333333333333333,0,6,21,1,0,1
2,5,0,0,1,12,,22,13,7,10,7,2.3333333333333335,0,3,37,5,0,1
8,7,2,1,0,50,65.2,0,8,14,9,6,5.666666666666667,0,2,37,2,0,0
6,6,1,1,1,25,52.6,3,9,12,5,3,4.333333333333333,0,4,29,4,0,0
0,0,0,0,0,0,63.3,11,14,12,1,7,0.0,0,3,34,1,0,1
0,9,1,1,1,21,4.6,30,8,2,8,5,3.3333333333333335,1,1,23,2,0,0
6,12,4,1,1,62,,13,1,15,1,7,7.333333333333333,0,3,24,5,0,0
9,10,2,0,1,48,64.4,17,9,8,1,7,7.0,0,1,25,3,0,1
2,0,1,1,0,42,51.7,7,11,11,2,3,1.0,0,5,27,1,0,1
4,4,0,0,0,64,62.9,15,1,13,5,2,2.6666666666666665,0,1,21,1,0,0
0,0,0,0,0,0,5.5,7,19,6,10,2,0.0,0,2,37,1,0,0
2,4,2,0,1,34,27.1,12,15,3,0,0,2.6666666666666665,0,1,18,1,0,0
2,0,0,0,0,42,27.2,1,0,12,5,0,0.6666666666666666,0,1,17,3,0,0
4,11,3,1,0,46,47.8,11,16,10,8,3,6.0,0,3,37,1,0,0
2,4,1,1,0,57,30.9,21,19,8,1,1,2.3333333333333335,0,4,29,1,0,0
0,4,0,0,0,10,37.3,29,16,3,4,6,1.3333333333333333,0,1,29,1,0,0
3,10,2,0,1,48,18.8,27,11,6,4,5,5.0,0,4,26,2,0,0
4,7,3,1,1,43,,15,4,1,3,4,4.666666666666667,0,5,12,3,0,1
2,6,2,1,0,34,19.6,5,17,9,9,5,3.3333333333333335,0,1,40,4,0,0
5,2,3,1,1,3,35.3,2,8,9,9,1,3.3333333333333335,0,4,27,3,0,0
5,7,3,0,0,95,,12,12,0,10,1,5.0,0,3,23,3,1,1
3,0,0,0,0,43,24.0,23,4,9,4,0,1.0,0,4,17,4,0,1
0,4,0,0,0,0,40.8,27,12,5,7,2,1.3333333333333333,0,2,26,1,0,0
7,9,0,0,0,37,72.0,19,16,12,9,3,5.333333333333333,0,1,40,4,0,0
2,2,2,1,0,0,60.3,24,3,14,5,5,2.0,0,1,27,3,0,0
7,10,3,1,0,46,,13,10,1,10,7,6.666666666666667,0,3,28,4,0,1
7,5,2,0,1,27,11.1,4,3,5,3,6,4.666666666666667,0,3,17,3,0,1
3,2,1,1,1,54,56.1,25,18,1,7,6,2.0,0,1,32,3,0,0
8,12,3,0,1,32,13.9,3,6,2,3,5,7.666666666666667,0,1,16,2,0,0
0,0,0,0,0,38,56.3,14,6,9,0,0,0.0,0,1,15,1,0,0
5,0,1,0,0,27,58.9,0,8,14,7,6,2.0,0,3,35,3,0,0
5,2,5,1,1,47,,8,15,2,4,5,4.0,0,2,26,5,0,1
4,5,2,1,1,14,49.9,20,17,8,0,4,3.6666666666666665,0,1,29,3,0,0
8,10,3,0,1,83,61.7,4,19,8,9,7,7.0,0,1,43,3,1,0
4,0,5,1,0,28,55.0,14,20,15,4,5,3.0,0,1,44,3,0,0
6,6,7,1,1,54,29.6,4,11,11,4,6,6.333333333333333,0,5,32,5,0,1
1,5,4,1,0,52,6.1,18,14,10,5,1,3.3333333333333335,0,2,30,1,0,0
6,3,3,1,1,24,46.3,28,5,3,9,7,4.0,0,3,24,5,0,1
5,6,3,0,0,0,29.5,1,10,3,0,5,4.666666666666667,0,2,18,3,0,0
3,0,4,0,0,0,,9,13,11,10,0,2.3333333333333335,0,1,34,1,0,0
0,1,3,1,0,35,1.8,16,13,12,2,6,1.3333333333333333,1,3,33,4,0,1
0,8,0,0,1,49,67.5,6,16,4,2,7,2.6666666666666665,0,1,29,1,0,0
5,10,3,1,0,49,34.0,22,13,12,5,5,6.0,0,1,35,1,0,0
1,4,0,0,1,4,40.7,4,3,13,1,6,1.6666666666666667,0,1,23,5,0,0
7,6,1,0,1,37,42.3,21,16,2,1,1,4.666666666666667,0,1,20,1,0,0
2,13,3,0,1,53,20.2,3,5,1,8,1,6.0,0,1,15,1,0,0
0,0,0,0,0,22,71.5,17,18,12,4,0,0.0,0,1,34,3,0,0
2,1,0,0,1,14,61.1,25,20,5,0,1,1.0,0,2,26,4,0,0
2,3,1,1,0,67,55.6,1,5,9,2,0,2.0,0,7,16,3,0,1
7,9,3,0,0,52,20.8,22,12,1,8,4,6.333333333333333,0,2,25,3,0,1
2,1,0,0,0,0,68.5,24,16,1,4,4,1.0,0,2,25,1,0,0
3,0,2,1,0,34,7.3,20,15,3,6,2,1.6666666666666667,0,2,26,3,0,0
7,9,2,1,1,65,49.0,24,13,6,9,5,6.0,0,3,33,2,0,1
2,7,0,0,0,28,,22,7,0,1,1,3.0,0,1,9,3,0,0
6,4,2,1,0,2,,18,10,5,10,4,4.0,0,5,29,4,0,1
2,2,0,0,0,0,44.3,19,17,10,10,7,1.3333333333333333,0,2,44,3,0,0
3,0,0,0,0,25,64.9,6,18,13,2,5,1.0,0,4,38,1,0,0
2,2,4,0,0,3,15.3,19,2,11,2,5,2.6666666666666665,0,1,20,1,0,0
0,6,3,0,0,46,,18,5,8,0,6,3.0,0,2,19,4,0,0
2,0,0,0,0,34,,20,20,1,6,2,0.6666666666666666,0,3,29,3,0,0
2,4,0,0,0,48,24.3,16,20,1,4,5,2.0,0,1,30,5,0,0
4,3,3,1,0,30,46.6,13,18,13,6,4,3.3333333333333335,0,3,41,4,0,0
0,1,3,0,1,19,13.3,26,9,3,9,4,1.3333333333333333,0,6,25,5,0,1
6,5,0,0,1,14,17.2,12,2,10,0,0,3.6666666666666665,0,3,12,2,0,1
4,10,1,1,1,73,,7,11,9,7,0,5.0,0,4,27,3,1,1
0,3,0,0,1,7,36.4,6,1,11,6,3,1.0,0,2,21,5,0,1
0,5,1,0,1,67,23.4,22,13,5,0,6,2.0,0,4,24,4,0,0
5,6,2,1,1,48,,18,18,10,1,1,4.333333333333333,0,2,30,5,0,1
5,9,1,1,1,16,20.2,1,10,5,0,0,5.0,0,3,15,1,0,0
2,0,0,0,0,0,2.9,30,6,5,10,6,0.6666666666666666,1,1,27,1,0,0
1,2,3,0,0,23,20.8,12,3,15,0,3,2.0,0,1,21,3,0,0
6,6,1,0,0,9,61.1,14,11,15,4,2,4.333333333333333,0,1,32,1,0,0
1,0,5,0,0,32,37.4,1,19,11,1,2,2.0,0,2,33,1,0,0
2,1,0,0,0,10,4.7,7,4,10,7,5,1.0,1,3,26,1,0,0
6,5,1,0,0,46,,19,12,13,2,7,4.0,0,6,34,3,0,1
1,1,2,0,1,3,4.2,25,12,14,5,5,1.3333333333333333,1,3,36,5,0,1
2,8,2,0,1,54,69.2,10,9,13,0,0,4.0,0,1,22,3,0,0
9,6,0,0,1,44,8.6,5,16,14,4,0,5.0,0,2,34,4,0,0
3,0,0,0,0,42,69.2,16,11,14,7,7,1.0,0,1,39,1,0,0
0,0,1,1,0,0,,23,3,5,9,0,0.3333333333333333,0,4,17,5,0,1
3,3,1,0,1,51,6.3,19,6,14,6,4,2.3333333333333335,0,1,30,1,0,0
2,2,3,0,0,7,47.0,15,7,12,8,4,2.3333333333333335,0,1,31,4,0,0
4,9,4,0,1,16,46.3,3,2,14,1,2,5.666666666666667,0,5,19,3,0,1
1,0,1,0,0,0,17.7,15,18,7,5,0,0.6666666666666666,0,3,30,5,0,0
9,7,0,0,1,49,57.7,0,16,2,2,1,5.333333333333333,0,4,21,2,0,1
3,6,2,0,0,31,1.0,3,17,13,8,1,3.6666666666666665,1,1,39,3,0,0
2,5,1,0,0,40,61.3,15,16,8,2,1,2.6666666666666665,0,1,27,5,0,0
5,3,0,0,1,19,71.7,24,4,9,5,5,2.6666666666666665,0,3,23,4,0,1
4,3,0,0,0,26,41.8,6,5,15,8,5,2.3333333333333335,0,4,33,5,0,0
3,8,4,1,0,43,62.7,3,15,7,2,7,5.0,0,3,31,1,0,0
3,0,0,0,0,37,,23,12,4,9,7,1.0,0,3,32,3,0,0
10,6,0,0,0,29,42.8,29,6,5,7,2,5.333333333333333,0,7,20,5,0,1
3,0,4,1,0,0,,7,13,6,8,6,2.3333333333333335,0,4,33,4,0,0
1,0,0,0,0,0,66.8,20,17,5,4,4,0.3333333333333333,0,2,30,3,0,0
6,8,0,0,0,0,71.5,16,6,7,6,3,4.666666666666667,0,1,22,3,0,0
4,9,2,1,1,36,44.2,29,16,2,1,0,5.0,0,6,19,3,0,1
3,3,1,1,1,0,14.4,4,2,9,1,3,2.3333333333333335,0,7,15,2,0,1
3,6,1,0,1,48,17.3,8,8,12,3,4,3.3333333333333335,0,5,27,5,0,1
3,2,2,1,1,59,40.1,3,11,6,10,5,2.3333333333333335,0,6,32,1,0,1
0,4,2,1,0,7,62.7,17,19,4,1,0,2.0,0,2,24,1,0,0
1,1,0,0,1,15,,4,1,0,0,0,0.6666666666666666,0,4,1,1,0,0
3,3,4,1,1,23,,28,9,0,6,5,3.3333333333333335,0,7,20,5,0,1
4,1,3,0,1,14,23.9,10,8,11,0,5,2.6666666666666665,0,5,24,3,0,1
0,0,0,0,0,6,34.4,29,8,4,5,5,0.0,0,1,22,1,0,0
3,5,2,0,1,59,,26,6,4,1,1,3.3333333333333335,0,2,12,4,0,1
9,9,3,1,1,35,47.8,12,16,10,4,2,7.0,0,7,32,2,0,1
0,4,0,0,0,0,69.0,9,10,9,0,7,1.3333333333333333,0,3,26,2,0,0
5,2,1,0,1,2,,3,19,6,2,3,2.6666666666666665,0,1,30,2,0,0
2,10,3,0,0,29,45.0,23,13,14,8,6,5.0,0,2,41,5,0,1
9,9,0,0,0,79,6.5,8,11,4,6,3,6.0,0,3,24,4,1,1
4,4,1,1,1,51,17.9,20,2,11,6,0,3.0,0,3,19,1,0,0
2,0,0,0,0,0,,14,5,2,4,1,0.6666666666666666,0,1,12,3,0,0
0,3,2,0,1,31,,26,18,15,5,7,1.6666666666666667,0,1,45,4,0,0
1,10,1,0,0,28,17.5,17,3,14,3,4,4.0,0,2,24,5,0,0
2,5,1,0,1,9,,23,11,10,10,4,2.6666666666666665,0,3,35,2,0,0
2,1,0,0,1,60,13.0,29,6,15,8,6,1.0,0,1,35,3,0,0
4,8,3,0,0,24,,7,1,11,5,6,5.0,0,2,23,5,0,0
3,2,5,0,0,27,,28,8,2,9,6,3.3333333333333335,0,1,25,3,0,0
5,14,6,1,0,2,51.4,16,13,3,1,5,8.333333333333334,0,2,22,1,0,0
1,7,0,0,1,11,49.2,23,13,2,6,0,2.6666666666666665,0,1,21,4,0,0
0,5,1,0,0,26,49.9,28,16,8,2,3,2.0,0,2,29,3,0,0
7,9,0,0,0,33,45.7,4,2,5,5,4,5.333333333333333,0,5,16,5,0,1
3,2,2,1,1,47,,27,10,13,6,7,2.3333333333333335,0,1,36,4,0,0
7,12,4,0,1,86,,16,6,8,2,5,7.666666666666667,0,5,21,3,1,1
6,10,2,0,1,47,5.1,14,1,6,10,4,6.0,0,1,21,3,0,0
6,7,4,1,0,31,35.2,4,18,8,9,4,5.666666666666667,0,4,39,4,0,0
0,4,0,0,0,0,71.8,20,4,10,9,5,1.3333333333333333,0,5,28,5,0,1
3,5,0,0,1,0,34.5,15,4,1,1,4,2.6666666666666665,0,2,10,3,0,0
4,3,4,0,0,0,,9,7,10,1,3,3.6666666666666665,0,7,21,4,0,1
3,6,2,0,0,18,48.5,24,12,3,3,5,3.6666666666666665,0,5,23,3,0,1
3,1,1,0,0,0,39.9,11,0,2,0,7,1.6666666666666667,0,1,9,3,0,0
4,3,0,0,0,0,23.2,13,4,3,8,4,2.3333333333333335,0,1,19,3,0,0
1,4,5,0,1,41,4.7,12,19,13,9,1,3.3333333333333335,1,3,42,3,0,0
4,5,0,0,1,46,31.1,27,0,7,4,4,3.0,0,3,15,5,0,0
1,0,2,1,0,33,58.1,27,14,14,7,1,1.0,0,1,36,5,0,1
3,1,2,0,0,46,56.4,28,3,6,10,2,2.0,0,2,21,1,0,0
0,0,0,0,0,0,11.4,9,4,7,0,7,0.0,0,6,18,5,0,1
5,4,4,1,0,55,,11,19,7,6,7,4.333333333333333,0,1,39,1,0,0
5,10,5,1,1,85,54.8,2,19,1,4,1,6.666666666666667,0,1,25,5,1,0
5,8,3,1,1,57,,10,14,15,5,0,5.333333333333333,0,2,34,5,0,0
5,3,0,0,0,0,33.4,8,13,1,1,2,2.6666666666666665,0,7,17,3,0,1
2,7,4,0,1,15,,27,7,0,10,7,4.333333333333333,0,4,24,5,0,1
6,7,4,0,0,2,,0,8,15,7,7,5.666666666666667,0,2,37,5,0,0
0,7,1,0,1,15,15.9,8,9,9,4,1,2.6666666666666665,0,4,23,4,0,1
0,4,2,0,1,23,,30,15,13,3,6,2.0,0,4,37,5,0,1
0,5,0,0,0,17,,5,10,15,8,1,1.6666666666666667,0,3,34,1,0,0
3,8,6,0,0,53,12.7,28,4,1,5,6,5.666666666666667,0,5,16,4,0,1
2,0,0,0,0,27,40.6,20,5,3,5,7,0.6666666666666666,0,1,20,5,0,1
0,6,1,0,0,44,40.1,25,15,15,3,6,2.3333333333333335,0,3,39,3,0,0
7,2,2,0,0,19,,21,18,13,0,7,3.6666666666666665,0,1,38,4,0,0
5,13,1,1,0,53,,15,3,4,8,2,6.333333333333333,0,2,17,4,0,1
3,3,0,0,0,12,57.2,15,7,10,4,6,2.0,0,1,27,5,0,1
0,1,0,0,0,9,26.4,18,15,0,2,1,0.3333333333333333,0,1,18,5,0,0
0,8,0,0,1,13,16.8,25,19,5,5,4,2.6666666666666665,0,2,33,1,0,0
2,4,3,0,0,21,,25,6,14,8,4,3.0,0,3,32,4,0,1
0,2,0,0,1,62,,10,15,14,3,0,0.6666666666666666,0,3,32,1,0,0
5,3,1,0,0,38,67.7,25,12,6,3,0,3.0,0,1,21,1,0,0
3,0,0,0,0,18,10.8,4,16,1,5,6,1.0,0,2,28,1,0,0
2,4,3,0,1,39,9.5,7,0,8,1,0,3.0,0,2,9,5,0,0
5,9,6,0,1,62,,19,15,14,10,5,6.666666666666667,0,1,44,4,0,0
6,7,4,1,0,28,,15,20,4,6,6,5.666666666666667,0,7,36,3,0,1
3,4,3,1,0,55,54.7,14,7,10,3,4,3.3333333333333335,0,2,24,1,0,0
2,4,1,1,1,69,11.6,21,18,3,4,7,2.3333333333333335,0,1,32,3,0,0
7,10,1,0,1,29,17.2,19,10,4,5,1,6.0,0,4,20,4,0,0
3,0,2,1,0,0,65.1,12,18,11,5,1,1.6666666666666667,0,4,35,5,0,0
5,3,3,0,0,70,,20,13,10,0,5,3.6666666666666665,0,2,28,5,1,1
4,8,2,1,1,69,24.9,24,18,0,1,4,4.666666666666667,0,4,23,3,0,0
4,9,3,0,0,56,11.0,26,9,13,5,4,5.333333333333333,0,1,31,3,0,0
4,6,0,0,0,34,28.5,12,14,15,2,0,3.3333333333333335,0,3,31,4,0,1
2,3,0,0,0,0,22.0,12,10,13,8,7,1.6666666666666667,0,6,38,5,0,1
4,5,2,1,0,0,61.2,12,18,15,10,7,3.6666666666666665,0,2,50,1,0,0
5,13,5,0,1,55,,1,2,3,3,7,7.666666666666667,0,1,15,1,0,0
3,2,3,1,1,4,26.7,23,16,3,5,4,2.6666666666666665,0,1,28,1,0,0
0,5,3,0,1,19,31.0,30,7,15,4,4,2.6666666666666665,0,2,30,5,0,0
0,5,1,1,1,19,62.6,2,8,15,10,5,2.0,0,2,38,2,0,0
4,1,2,0,0,27,,15,8,2,5,2,2.3333333333333335,0,2,17,3,0,0
0,0,1,0,0,29,70.6,7,8,14,6,4,0.3333333333333333,0,2,32,2,0,0
3,5,3,0,1,5,2.8,2,10,7,6,5,3.6666666666666665,1,3,28,3,0,1
4,8,1,0,1,15,71.8,19,5,1,8,1,4.333333333333333,0,5,15,3,0,1
5,10,1,1,0,21,17.7,7,14,10,0,1,5.333333333333333,0,1,25,3,0,0
6,7,0,0,1,3,63.9,8,0,11,9,4,4.333333333333333,0,6,24,1,0,1
3,6,2,1,1,30,0.9,12,7,9,7,0,3.6666666666666665,1,6,23,3,0,1
1,0,1,1,0,14,8.9,10,17,9,5,6,0.6666666666666666,0,2,37,3,0,0
9,7,1,1,0,40,,7,6,4,1,0,5.666666666666667,0,4,11,1,0,1
2,4,0,0,0,13,52.4,19,6,1,1,6,2.0,0,2,14,3,0,0
2,2,3,1,0,18,,14,6,6,9,6,2.3333333333333335,0,4,27,5,0,1
7,12,4,0,1,52,,17,11,14,10,1,7.666666666666667,0,7,36,4,0,1
1,5,0,0,0,44,48.5,18,13,8,1,5,2.0,0,6,27,5,0,1
5,7,4,0,0,38,,30,6,14,8,6,5.333333333333333,0,3,34,5,0,1
0,0,0,0,0,0,7.7,4,2,3,9,3,0.0,0,6,17,3,0,1
8,8,3,0,1,40,65.7,12,5,8,9,2,6.333333333333333,0,2,24,1,0,1
6,11,4,1,1,17,,9,9,11,1,3,7.0,0,4,24,3,0,1
5,9,5,0,1,71,28.0,17,4,14,1,6,6.333333333333333,0,5,25,2,1,1
0,4,5,0,0,8,44.3,0,15,11,7,1,3.0,0,1,34,3,0,0
3,7,1,0,0,20,,30,17,2,2,5,3.6666666666666665,0,1,26,3,0,0
1,4,4,1,1,78,8.5,25,17,3,6,6,3.0,0,1,32,3,1,0
2,9,1,0,1,0,40.0,23,18,13,7,5,4.0,0,2,43,2,0,0
0,13,2,0,1,38,,20,14,9,8,4,5.0,0,6,35,5,0,1
4,3,1,0,1,36,10.1,8,15,9,8,2,2.6666666666666665,0,1,34,1,0,0
1,5,3,0,1,30,,3,13,7,4,7,3.0,0,7,31,4,0,1
1,7,0,0,1,4,,17,17,12,5,4,2.6666666666666665,0,2,38,3,0,0
1,6,0,0,0,7,15.6,7,8,12,2,5,2.3333333333333335,0,3,27,1,0,0
3,3,2,0,1,14,,21,8,12,1,2,2.6666666666666665,0,3,23,2,0,0
1,1,2,1,1,51,17.0,25,15,15,7,3,1.3333333333333333,0,2,40,2,0,1
3,2,0,0,0,26,65.4,24,4,2,1,0,1.6666666666666667,0,1,7,1,0,0
2,7,0,0,1,32,11.1,29,8,4,0,4,3.0,0,3,16,5,0,0
0,5,0,0,0,3,49.2,21,20,13,10,1,1.6666666666666667,0,1,44,2,0,0
6,14,3,1,1,60,63.9,4,6,11,6,3,7.666666666666667,0,2,26,3,0,1
1,4,0,0,1,26,,30,5,11,7,1,1.6666666666666667,0,4,24,1,0,0
0,3,1,1,0,33,,25,10,8,4,3,1.3333333333333333,0,6,25,5,0,1
0,5,0,0,1,0,70.3,19,2,1,3,2,1.6666666666666667,0,1,8,4,0,0
2,0,2,0,0,51,27.2,12,4,0,0,4,1.3333333333333333,0,6,8,4,0,1
6,9,3,1,0,37,48.3,2,4,10,9,5,6.0,0,2,28,5,0,0
3,1,4,0,0,43,40.0,25,6,15,0,1,2.6666666666666665,0,2,22,5,0,0
0,0,5,0,0,61,6.5,14,16,4,9,4,1.6666666666666667,0,4,33,3,0,0
4,3,1,1,1,54,,2,6,7,6,3,2.6666666666666665,0,6,22,5,0,1
4,4,3,1,1,54,56.8,28,8,5,9,7,3.6666666666666665,0,1,29,3,0,0
1,6,2,1,0,53,64.4,13,12,10,8,5,3.0,0,2,35,1,0,0
3,5,0,0,1,35,,27,13,13,6,3,2.6666666666666665,0,2,35,5,0,0
0,3,0,0,0,20,42.0,5,7,0,8,1,1.0,0,1,16,5,0,0
2,0,0,0,0,28,67.8,18,16,15,8,1,0.6666666666666666,0,2,40,1,0,0
6,12,1,0,0,11,,18,8,1,2,5,6.333333333333333,0,3,16,3,0,1
2,0,0,0,0,3,18.7,9,3,3,4,6,0.6666666666666666,0,1,16,3,0,0
5,2,2,1,0,37,35.2,21,19,5,3,5,3.0,0,1,32,1,0,0
2,7,0,0,1,26,,2,1,15,5,7,3.0,0,1,28,1,0,0
3,6,3,0,0,64,61.7,30,17,0,2,3,4.0,0,1,22,4,0,0
4,7,2,0,1,0,56.0,13,11,1,3,4,4.333333333333333,0,1,19,4,0,0
5,10,4,1,1,64,34.1,7,5,9,5,4,6.333333333333333,0,4,23,1,0,1
5,8,1,0,1,27,39.9,7,3,1,6,7,4.666666666666667,0,1,17,4,0,0
3,5,0,0,0,0,32.0,20,10,0,7,6,2.6666666666666665,0,5,23,5,0,1
0,2,1,0,0,28,33.8,5,13,13,6,0,1.0,0,2,32,5,0,0
4,3,4,1,0,44,5.5,8,4,10,4,1,3.6666666666666665,0,2,19,3,0,0
1,11,2,1,0,25,20.2,4,5,15,8,2,4.666666666666667,0,1,30,3,0,0
1,0,0,0,0,0,,11,1,10,0,2,0.3333333333333333,0,1,13,2,0,0
0,4,0,0,1,71,,2,11,8,4,0,1.3333333333333333,0,6,23,4,1,1
5,4,0,0,1,3,,13,9,7,4,7,3.0,0,1,27,1,0,0
5,6,3,1,0,8,48.4,1,6,8,1,0,4.666666666666667,0,2,15,1,0,0
3,6,1,0,0,45,11.0,14,12,12,10,3,3.3333333333333335,0,6,37,2,0,1
1,5,1,1,1,35,,17,1,11,7,3,2.3333333333333335,0,7,22,4,0,1
0,7,3,0,0,18,39.6,1,20,5,4,6,3.3333333333333335,0,4,35,5,0,0
6,8,4,1,0,57,36.8,3,11,15,7,0,6.0,0,4,33,2,0,0
3,6,4,1,0,64,62.7,1,8,9,10,4,4.333333333333333,0,7,31,1,0,1
0,5,1,1,0,17,4.8,19,18,8,5,7,2.0,1,1,38,4,0,0
2,0,0,0,0,6,58.9,1,14,12,7,7,0.6666666666666666,0,2,40,4,0,0
6,5,0,0,0,64,42.5,24,5,15,4,4,3.6666666666666665,0,2,28,4,0,0
9,8,2,1,0,85,,26,14,6,9,5,6.333333333333333,0,6,34,2,1,1
7,9,3,0,1,25,65.2,27,16,9,10,1,6.333333333333333,0,1,36,1,0,1
0,0,0,0,0,27,36.2,4,17,11,7,7,0.0,0,4,42,5,0,1
8,7,2,1,0,85,15.9,4,11,8,5,1,5.666666666666667,0,3,25,3,1,1
4,0,5,0,0,0,71.5,20,14,0,9,4,3.0,0,2,27,1,0,0
4,0,1,1,0,31,55.0,6,11,10,8,5,1.6666666666666667,0,7,34,3,0,1
1,2,1,0,0,47,,19,19,5,10,3,1.3333333333333333,0,2,37,4,0,0
4,5,2,1,0,45,58.6,27,0,5,3,2,3.6666666666666665,0,5,10,5,0,1
5,10,3,1,1,61,59.9,15,11,14,4,7,6.0,0,5,36,3,0,1
4,8,3,0,0,38,65.2,0,12,3,0,0,5.0,0,6,15,2,0,1
5,5,2,1,0,0,,25,7,14,4,7,4.0,0,2,32,4,0,0
6,0,3,0,0,0,3.0,9,20,13,7,0,3.0,1,2,40,2,0,0
1,1,1,1,0,4,70.2,11,2,5,10,2,1.0,0,1,19,3,0,0
6,1,1,0,0,35,,3,18,0,7,0,2.6666666666666665,0,1,25,1,0,0
3,4,1,1,0,0,49.7,24,1,15,8,2,2.6666666666666665,0,4,26,3,0,0
6,8,2,1,0,43,51.7,13,4,3,4,2,5.333333333333333,0,2,13,3,0,1
0,5,1,1,1,5,48.8,9,6,5,5,5,2.0,0,5,21,3,0,1
3,4,1,0,0,29,69.8,3,6,7,2,3,2.6666666666666665,0,6,18,5,0,1
4,8,0,0,1,62,47.8,4,17,11,3,3,4.0,0,1,34,5,0,0
5,7,3,1,1,43,36.3,28,5,9,4,7,5.0,0,2,25,1,0,0
5,4,0,0,1,31,32.1,24,20,6,3,2,3.0,0,4,31,5,0,1
3,1,2,1,1,16,59.0,0,3,15,9,3,2.0,0,2,30,2,0,0
2,0,0,0,0,4,,30,3,3,7,3,0.6666666666666666,0,2,16,5,0,0
0,6,0,0,1,19,31.4,25,15,0,8,5,2.0,0,4,28,5,0,0
7,7,4,0,1,48,18.3,29,7,4,2,0,6.0,0,6,13,4,0,1
3,4,2,1,0,28,,10,3,11,4,5,3.0,0,7,23,5,0,1
1,3,4,0,1,6,52.2,4,20,1,2,1,2.6666666666666665,0,1,24,4,0,0
1,2,0,0,0,46,28.6,6,2,13,9,1,1.0,0,4,25,1,0,0
1,4,0,0,0,26,67.6,22,4,11,10,5,1.6666666666666667,0,4,30,5,0,1
1,1,1,1,0,44,,2,5,5,8,5,1.0,0,5,23,4,0,1
2,1,1,0,0,6,0.6,10,0,8,4,6,1.3333333333333333,1,1,18,3,0,0
0,5,2,1,1,42,,21,11,9,0,5,2.3333333333333335,0,6,25,4,0,1
3,9,5,0,1,67,21.3,14,12,4,9,0,5.666666666666667,0,3,25,2,0,0
0,5,3,1,0,25,,29,12,2,3,0,2.6666666666666665,0,2,17,2,0,0
3,5,0,0,1,19,26.1,2,7,3,2,7,2.6666666666666665,0,1,19,2,0,0
0,1,1,0,0,38,7.3,12,7,5,9,2,0.6666666666666666,0,1,23,3,0,0
2,4,2,1,1,30,29.9,10,9,1,5,3,2.6666666666666665,0,1,18,3,0,0
5,11,3,1,1,39,,2,9,8,9,0,6.333333333333333,0,6,26,4,0,1
3,2,0,0,0,30,72.0,7,11,12,7,7,1.6666666666666667,0,1,37,5,0,0
5,12,6,0,1,100,54.9,10,5,7,3,4,7.666666666666667,0,5,19,3,1,1
4,6,0,0,0,53,25.4,1,11,13,6,3,3.3333333333333335,0,1,33,3,0,0
3,0,2,0,0,10,44.4,23,9,1,5,2,1.6666666666666667,0,4,17,2,0,0
1,8,4,1,1,20,,10,17,9,1,7,4.333333333333333,0,1,34,5,0,0
0,9,3,0,0,0,37.8,1,4,1,4,2,4.0,0,1,11,4,0,0
3,4,2,1,0,26,,20,13,0,3,3,3.0,0,6,19,5,0,1
