total_calls,total_whatsapp_messages,total_emails,email_opened,whatsapp_replied,form_completion_percentage,response_time_hours,days_since_last_interaction,days_in_inquiry_stage,days_in_engagement_stage,days_in_application_stage,days_in_verification_stage,counselor_id,converted,days_to_convert,lead_month,lead_quarter,lead_year,lead_dayofweek,source_facebook,source_google_ads,source_referral,source_walk_in,source_website,course_interest_B.Com,course_interest_B.Tech CS,course_interest_BBA,course_interest_M.Tech,course_interest_MBA,city_Bangalore,city_Chennai,city_Delhi,city_Hyderabad,city_Mumbai,city_Pune,current_stage_admission,current_stage_application,current_stage_engagement,current_stage_enrollment,current_stage_inquiry,current_stage_payment,current_stage_verification,total_touchpoints,engagement_ratio,total_pipeline_days,is_fast_responder,is_dormant,form_tier
3,1,4,0,0,43,40.0,25,6,15,0,1,5,0,0.0,10,4,2024,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,0.0,22,0,0,1
3,7,4,1,1,19,58.8,1,12,2,8,4,2,1,78.0,6,2,2025,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14,0.13333333333333333,26,0,0,0
2,8,3,0,1,57,2.5,11,9,0,5,2,6,0,0.0,6,2,2023,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,13,0.07142857142857142,16,1,0,1
5,9,3,1,1,40,36.4,1,18,13,7,6,3,0,0.0,4,2,2025,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,17,0.1111111111111111,44,0,0,1
4,1,3,0,0,8,62.0,3,13,5,0,6,8,0,0.0,3,1,2023,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,0.0,24,0,0,0
4,0,3,0,0,46,2.8,3,19,12,4,7,3,1,29.0,1,1,2023,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0.0,42,1,0,1
6,8,3,1,1,54,25.6,2,20,7,6,1,8,0,0.0,5,2,2023,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,17,0.1111111111111111,34,0,0,1
7,6,5,0,1,56,69.6,16,5,10,4,5,7,0,0.0,7,3,2023,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,18,0.05263157894736842,24,0,0,1
6,6,0,0,1,37,42.8,25,15,3,3,2,2,0,0.0,9,3,2024,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12,0.07692307692307693,23,0,0,1
3,7,1,1,0,31,58.4,24,12,12,2,0,6,0,0.0,12,4,2023,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11,0.08333333333333333,26,0,0,0
1,6,0,0,1,50,36.4,11,3,7,6,1,8,1,88.0,5,2,2023,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0.125,17,0,0,1
7,9,4,1,1,85,16.8,12,7,0,4,6,4,0,0.0,7,3,2024,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,20,0.09523809523809523,17,1,0,2
1,6,1,1,1,67,55.9,0,6,5,0,6,4,1,76.0,6,2,2023,6,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0.2222222222222222,17,0,0,2
3,4,0,0,1,54,58.9,18,15,9,8,0,3,0,0.0,12,4,2023,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,0.125,32,0,0,1
1,7,3,0,0,9,61.6,4,16,2,1,6,10,0,0.0,7,3,2024,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,11,0.0,25,0,0,0
7,7,3,1,0,64,2.4,19,14,11,4,5,10,1,70.0,7,3,2024,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,17,0.05555555555555555,34,1,0,1
5,3,2,1,0,30,14.6,3,14,6,7,0,6,1,47.0,6,2,2024,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10,0.09090909090909091,27,1,0,0
3,1,2,0,1,56,37.2,30,0,3,5,6,6,1,73.0,10,4,2023,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0.14285714285714285,14,0,1,1
6,11,3,0,1,68,36.4,11,14,8,0,1,5,1,51.0,12,4,2023,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,20,0.047619047619047616,23,0,0,2
5,8,0,0,0,60,24.9,23,15,9,3,1,6,0,0.0,6,2,2023,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,13,0.0,28,0,0,1
2,5,0,0,1,20,36.4,29,19,15,8,3,4,0,0.0,8,3,2025,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,0.125,45,0,0,0
4,8,2,1,1,54,41.0,7,5,12,0,2,6,0,0.0,6,2,2024,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,14,0.13333333333333333,19,0,0,1
5,6,4,1,1,38,7.6,9,16,9,9,0,10,0,0.0,2,1,2024,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,15,0.125,34,1,0,1
0,0,0,0,0,0,16.0,23,4,13,6,4,7,0,0.0,4,2,2024,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,27,1,0,0
2,1,0,0,0,23,17.7,22,18,1,4,4,6,1,10.0,9,3,2025,6,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0.0,27,1,0,0
0,8,0,0,0,33,2.3,19,1,11,4,1,9,1,19.0,1,1,2025,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,0.0,17,1,0,0
2,0,0,0,0,15,22.3,8,14,1,3,4,2,1,42.0,3,1,2025,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0.0,22,1,0,0
2,7,5,0,0,70,15.5,17,5,3,10,0,3,0,0.0,11,4,2023,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14,0.0,18,1,0,2
1,3,0,0,1,21,23.3,21,15,0,1,1,9,0,0.0,12,4,2024,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0.2,17,1,0,0
4,2,2,0,0,20,36.4,28,9,11,8,7,4,0,0.0,2,1,2023,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0.0,35,0,0,0
6,14,5,0,0,56,36.4,11,6,4,1,5,1,1,82.0,3,1,2024,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,25,0.0,16,0,0,1
3,8,3,1,1,59,49.8,28,6,13,6,5,5,1,74.0,6,2,2025,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14,0.13333333333333333,30,0,0,1
0,3,2,1,0,0,36.4,20,14,14,6,4,4,1,46.0,12,4,2025,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0.16666666666666666,38,0,0,0
4,7,2,1,0,34,50.0,7,10,10,7,7,3,0,0.0,4,2,2024,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13,0.07142857142857142,34,0,0,1
4,5,3,1,0,42,53.9,0,0,15,4,1,1,1,23.0,11,4,2025,5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,12,0.07692307692307693,20,0,0,1
1,14,2,0,0,48,36.4,8,1,7,10,6,3,0,0.0,1,1,2025,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,17,0.0,24,0,0,1
12,8,2,1,1,36,2.4,26,18,13,0,3,4,1,37.0,2,1,2024,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,22,0.08695652173913043,34,1,0,1
0,1,0,0,0,27,38.0,8,17,5,9,3,7,0,0.0,12,4,2025,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0,34,0,0,0
4,5,4,1,1,36,36.4,13,14,14,1,6,4,1,38.0,9,3,2023,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13,0.14285714285714285,35,0,0,1
8,9,0,0,0,30,36.4,14,0,12,6,7,3,1,25.0,7,3,2024,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,17,0.0,25,0,0,0
4,4,0,0,0,12,39.8,28,12,14,6,0,3,1,80.0,8,3,2025,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,0.0,32,0,0,0
4,8,0,0,1,34,24.4,6,0,7,5,6,8,1,31.0,6,2,2025,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,0.07692307692307693,18,0,0,1
3,3,1,0,1,18,13.6,25,11,13,5,1,1,0,0.0,9,3,2024,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0.125,30,1,0,0
1,12,3,1,1,78,36.4,24,3,2,9,0,6,1,64.0,7,3,2023,6,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16,0.11764705882352941,14,0,0,2
5,9,5,1,0,40,36.4,3,12,12,6,0,2,1,56.0,3,1,2025,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,19,0.05,30,0,0,1
0,4,0,0,0,35,9.3,4,4,1,10,5,5,0,0.0,6,2,2025,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0.0,20,1,0,1
2,0,2,1,0,18,60.1,23,2,4,5,3,10,0,0.0,7,3,2023,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0.2,14,0,0,0
3,1,5,0,1,53,21.8,28,14,4,9,3,4,0,0.0,7,3,2025,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,9,0.1,30,1,0,1
2,3,4,1,0,19,45.6,27,20,2,9,0,5,0,0.0,6,2,2023,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0.1,31,0,0,0
4,6,2,1,0,26,23.4,23,4,7,5,4,8,1,33.0,4,2,2023,6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12,0.07692307692307693,20,1,0,0
5,10,1,0,0,69,36.4,19,5,7,8,2,1,1,40.0,12,4,2023,5,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,16,0.0,22,0,0,2
3,2,2,1,0,26,10.7,1,12,14,0,3,6,0,0.0,7,3,2025,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0.125,29,1,0,0
1,0,0,0,0,12,25.6,28,14,7,9,1,8,1,72.0,4,2,2025,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.0,31,0,0,0
2,0,2,0,0,51,27.2,12,4,0,0,4,8,1,82.0,5,2,2024,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0.0,8,0,0,1
4,8,4,1,0,46,65.9,21,17,15,2,5,3,0,0.0,6,2,2024,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16,0.058823529411764705,39,0,0,1
7,5,2,0,0,31,60.7,30,17,2,10,6,4,0,0.0,5,2,2023,5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,14,0.0,35,0,1,0
3,7,1,1,1,38,36.4,22,1,12,0,3,7,1,40.0,7,3,2024,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11,0.16666666666666666,16,0,0,1
3,0,2,0,0,54,36.4,7,3,10,0,1,9,1,88.0,12,4,2023,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0.0,14,0,0,1
3,8,1,0,0,65,57.8,29,3,0,3,3,4,0,0.0,4,2,2024,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0.0,9,0,0,1
5,2,3,1,1,3,35.3,2,8,9,9,1,4,0,0.0,7,3,2023,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,0.18181818181818182,27,0,0,0
6,12,6,1,1,0,41.8,6,9,1,1,1,3,1,72.0,10,4,2023,6,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,24,0.08,12,0,0,0
9,7,2,1,1,56,27.0,13,16,3,1,3,6,0,0.0,12,4,2023,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,18,0.10526315789473684,23,0,0,1
0,3,4,1,0,34,67.8,9,1,10,4,4,3,0,0.0,10,4,2024,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,0.125,19,0,0,1
5,5,3,1,0,55,20.8,19,1,3,2,3,6,0,0.0,8,3,2023,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13,0.07142857142857142,9,1,0,1
3,1,2,0,0,43,50.3,2,12,12,0,1,3,1,37.0,11,4,2025,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0.0,25,0,0,1
3,8,0,0,0,0,36.4,30,12,14,3,3,7,0,0.0,6,2,2023,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11,0.0,32,0,1,0
8,6,4,0,0,24,48.5,27,17,7,2,6,7,0,0.0,10,4,2025,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,0.0,32,0,0,0
0,1,4,0,1,4,7.8,1,16,6,1,3,6,0,0.0,1,1,2023,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0.16666666666666666,26,1,0,0
4,0,2,0,0,22,68.8,13,17,14,6,7,4,0,0.0,1,1,2023,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0.0,44,0,0,0
8,11,4,1,0,34,36.4,24,4,9,0,3,3,1,41.0,2,1,2023,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,23,0.041666666666666664,16,0,0,1
5,6,0,0,1,9,71.1,8,17,9,5,6,1,1,82.0,4,2,2025,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11,0.08333333333333333,37,0,0,0
0,3,0,0,0,19,31.5,27,2,6,4,0,8,0,0.0,7,3,2023,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0.0,12,0,0,0
2,7,4,1,1,42,6.2,5,1,2,8,7,10,0,0.0,6,2,2024,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13,0.14285714285714285,18,1,0,1
0,2,0,0,0,33,58.3,22,13,7,1,7,1,0,0.0,1,1,2025,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0.0,28,0,0,0
6,5,0,0,1,14,17.2,12,2,10,0,0,4,1,84.0,6,2,2023,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11,0.08333333333333333,12,1,0,0
1,0,1,1,0,28,36.4,0,19,12,8,2,7,0,0.0,6,2,2024,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0.3333333333333333,41,0,0,0
6,5,3,0,1,26,43.6,20,14,13,10,2,1,1,85.0,3,1,2025,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14,0.06666666666666667,39,0,0,0
3,3,0,0,1,38,36.4,8,4,1,8,5,8,1,89.0,7,3,2023,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0.14285714285714285,18,0,0,1
5,2,1,0,0,0,29.8,7,18,0,10,7,1,0,0.0,2,1,2025,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,0.0,35,0,0,0
0,0,3,0,0,30,36.4,22,3,8,4,2,8,1,14.0,11,4,2025,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0.0,17,0,0,0
0,0,0,0,0,26,4.4,2,15,14,1,0,5,0,0.0,6,2,2024,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,30,1,0,0
4,2,2,1,0,50,24.9,16,9,3,8,7,10,1,62.0,6,2,2023,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,0.1111111111111111,27,0,0,1
4,4,2,1,1,33,52.8,0,5,5,0,3,4,0,0.0,5,2,2023,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10,0.18181818181818182,13,0,0,0
5,5,1,1,1,16,30.3,25,15,0,9,7,10,0,0.0,11,4,2023,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11,0.16666666666666666,31,0,0,0
7,7,0,0,0,21,27.7,21,14,5,5,6,10,1,33.0,5,2,2024,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,14,0.0,30,0,0,0
3,4,3,1,1,28,62.9,16,10,5,3,1,4,1,10.0,11,4,2023,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,10,0.18181818181818182,19,0,0,0
8,6,6,1,1,40,27.7,12,7,14,5,2,10,1,48.0,11,4,2025,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,20,0.09523809523809523,28,0,0,1
0,0,4,1,0,10,59.5,22,20,15,5,0,8,0,0.0,1,1,2023,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0.2,40,0,0,0
2,3,1,1,0,59,36.4,27,12,11,4,5,7,0,0.0,1,1,2023,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,0.14285714285714285,32,0,0,1
0,0,3,0,0,50,3.2,5,16,3,1,0,5,0,0.0,12,4,2024,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0.0,20,1,0,1
3,4,1,0,1,0,36.4,5,15,11,6,7,1,0,0.0,4,2,2024,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,0.1111111111111111,39,0,0,0
2,4,0,0,0,46,9.7,13,12,11,3,7,6,0,0.0,8,3,2024,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,0.0,33,1,0,1
0,3,2,0,0,6,13.3,18,9,12,1,2,9,1,58.0,8,3,2023,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0.0,24,1,0,0
5,3,1,1,0,48,48.0,0,4,1,3,0,10,0,0.0,2,1,2024,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9,0.1,8,0,0,1
2,5,2,1,0,21,40.3,12,8,5,0,4,1,0,0.0,8,3,2025,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9,0.1,17,0,0,0
2,6,3,1,0,42,52.8,27,8,11,3,7,1,0,0.0,12,4,2025,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11,0.08333333333333333,29,0,0,1
4,3,4,1,0,14,36.4,6,4,6,4,3,5,0,0.0,10,4,2024,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11,0.08333333333333333,17,0,0,0
3,1,0,0,1,44,17.9,30,12,3,1,7,6,1,30.0,3,1,2023,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0.2,23,1,1,1
5,11,4,0,0,48,2.8,21,16,11,6,4,8,0,0.0,5,2,2025,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,20,0.0,37,1,0,1
3,6,3,0,1,39,36.4,3,14,4,2,7,6,0,0.0,2,1,2024,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,0.07692307692307693,27,0,0,1
8,4,5,0,1,56,50.3,27,13,3,2,3,7,0,0.0,3,1,2024,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,17,0.05555555555555555,21,0,0,1
6,2,3,0,0,70,36.4,28,0,2,9,4,8,1,37.0,12,4,2025,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0.0,15,0,0,2
3,0,0,0,0,51,3.8,4,11,13,7,0,6,0,0.0,9,3,2023,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0.0,31,1,0,1
1,5,1,1,0,35,10.1,16,16,13,6,2,2,0,0.0,1,1,2023,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0.125,37,1,0,1
4,10,0,0,0,67,16.9,6,0,4,2,3,3,0,0.0,3,1,2023,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,14,0.0,9,1,0,2
2,0,0,0,0,30,12.8,22,3,6,2,2,1,0,0.0,10,4,2023,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0.0,13,1,0,0
0,13,2,0,1,38,36.4,20,14,9,8,4,7,1,58.0,5,2,2024,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,15,0.0625,35,0,0,1
1,2,3,1,0,21,36.4,7,7,13,6,4,4,0,0.0,7,3,2023,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0.14285714285714285,30,0,0,0
0,0,0,0,0,14,6.6,11,5,4,9,6,7,0,0.0,2,1,2025,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,24,1,0,0
3,1,3,1,0,62,16.3,26,4,6,7,2,4,0,0.0,8,3,2024,6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,0.125,19,1,0,1
2,1,0,0,1,11,49.0,24,11,6,3,0,3,0,0.0,1,1,2024,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0.25,20,0,0,0
0,3,1,1,0,39,48.6,1,11,11,2,0,8,1,24.0,8,3,2023,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0.2,24,0,0,1
9,5,3,0,1,64,12.9,1,18,0,5,7,3,1,40.0,8,3,2023,6,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,17,0.05555555555555555,30,1,0,1
9,7,0,0,1,49,57.7,0,16,2,2,1,4,1,50.0,7,3,2024,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16,0.058823529411764705,21,0,0,1
5,3,1,1,1,31,36.4,8,14,11,9,6,4,1,10.0,2,1,2025,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9,0.2,40,0,0,0
5,1,3,0,1,67,64.8,17,6,10,9,4,8,1,50.0,5,2,2025,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,9,0.1,29,0,0,2
2,0,2,0,0,42,7.1,17,15,13,5,2,9,0,0.0,3,1,2023,5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0.0,35,1,0,1
4,4,0,0,1,34,36.4,23,20,7,2,6,9,0,0.0,8,3,2024,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,8,0.1111111111111111,35,0,0,1
0,0,3,0,0,42,43.9,11,0,12,8,2,7,0,0.0,7,3,2024,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0.0,22,0,0,1
3,11,4,1,0,63,40.2,15,12,13,9,2,4,1,60.0,1,1,2023,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,18,0.05263157894736842,36,0,0,1
3,6,2,1,1,54,62.3,30,2,12,9,3,2,0,0.0,5,2,2025,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11,0.16666666666666666,26,0,1,1
4,8,5,1,1,46,32.4,29,2,5,10,3,2,0,0.0,12,4,2023,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,0.1111111111111111,20,0,0,1
0,1,0,0,1,13,22.1,28,9,1,5,6,3,0,0.0,1,1,2024,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.5,21,1,0,0
0,4,4,1,0,25,16.7,26,6,4,8,6,8,1,15.0,1,1,2023,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8,0.1111111111111111,24,1,0,0
0,9,2,1,1,2,48.3,1,20,9,5,0,10,0,0.0,4,2,2024,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11,0.16666666666666666,34,0,0,0
5,7,0,0,0,42,28.6,25,19,15,1,2,3,0,0.0,4,2,2024,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,12,0.0,37,0,0,1
0,5,0,0,0,57,36.4,3,19,3,1,7,5,0,0.0,8,3,2025,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0.0,30,0,0,1
0,7,1,0,1,15,15.9,8,9,9,4,1,7,1,52.0,8,3,2024,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,8,0.1111111111111111,23,1,0,0
0,0,0,0,0,0,20.9,1,8,9,2,1,4,0,0.0,12,4,2023,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,20,1,0,0
